course_id,problem_id,theme_id,time,user_id
course-v1:spbu+SOCLAB+spring_2018,6bb4aec533fb457f96c416119f28e58c,c2a53370f5e44301918c551b8bb2f17c,2018-02-17T18:54:47.175067+00:00,493875
course-v1:spbu+SOCLAB+spring_2018,4015da5e81154bf3b1c0768d093e259e,c2a53370f5e44301918c551b8bb2f17c,2018-02-18T09:37:00.532013+00:00,56215
course-v1:spbu+SOCLAB+spring_2018,6bb4aec533fb457f96c416119f28e58c,c2a53370f5e44301918c551b8bb2f17c,2018-02-19T15:11:49.859386+00:00,554852
course-v1:spbu+SOCLAB+spring_2018,6bb4aec533fb457f96c416119f28e58c,c2a53370f5e44301918c551b8bb2f17c,2018-02-20T19:50:23.524254+00:00,486614
course-v1:spbu+SOCLAB+spring_2018,6bb4aec533fb457f96c416119f28e58c,c2a53370f5e44301918c551b8bb2f17c,2018-02-20T20:39:34.908350+00:00,259731
course-v1:spbu+SOCLAB+spring_2018,4015da5e81154bf3b1c0768d093e259e,c2a53370f5e44301918c551b8bb2f17c,2018-02-20T20:50:17.954750+00:00,259731
course-v1:spbu+SOCLAB+spring_2018,6bb4aec533fb457f96c416119f28e58c,c2a53370f5e44301918c551b8bb2f17c,2018-02-21T11:10:08.747275+00:00,28864
course-v1:spbu+SOCLAB+spring_2018,4015da5e81154bf3b1c0768d093e259e,c2a53370f5e44301918c551b8bb2f17c,2018-02-21T11:11:20.413505+00:00,28864
course-v1:spbu+SOCLAB+spring_2018,4015da5e81154bf3b1c0768d093e259e,c2a53370f5e44301918c551b8bb2f17c,2018-02-21T16:01:36.556756+00:00,492510
course-v1:spbu+SOCLAB+spring_2018,9e078116e6b2444da051e38a72138fb1,6c085a02b1b34426963b93e63d2d4f98,2018-02-22T05:09:10.427404+00:00,259731
course-v1:spbu+SOCLAB+spring_2018,4015da5e81154bf3b1c0768d093e259e,c2a53370f5e44301918c551b8bb2f17c,2018-02-22T15:41:54.344168+00:00,493875
course-v1:spbu+SOCLAB+spring_2018,4015da5e81154bf3b1c0768d093e259e,c2a53370f5e44301918c551b8bb2f17c,2018-02-22T18:03:53.840897+00:00,486614
course-v1:spbu+SOCLAB+spring_2018,9e078116e6b2444da051e38a72138fb1,6c085a02b1b34426963b93e63d2d4f98,2018-02-24T10:23:42.247348+00:00,56215
course-v1:spbu+SOCLAB+spring_2018,9e078116e6b2444da051e38a72138fb1,6c085a02b1b34426963b93e63d2d4f98,2018-02-24T13:57:48.144470+00:00,243054
course-v1:spbu+SOCLAB+spring_2018,6bb4aec533fb457f96c416119f28e58c,c2a53370f5e44301918c551b8bb2f17c,2018-02-26T20:59:25.057986+00:00,467046
course-v1:spbu+SOCLAB+spring_2018,9e078116e6b2444da051e38a72138fb1,6c085a02b1b34426963b93e63d2d4f98,2018-03-01T11:47:53.972385+00:00,486614
course-v1:spbu+SOCLAB+spring_2018,9e078116e6b2444da051e38a72138fb1,6c085a02b1b34426963b93e63d2d4f98,2018-03-01T15:43:54.504981+00:00,493875
course-v1:spbu+SOCLAB+spring_2018,4015da5e81154bf3b1c0768d093e259e,c2a53370f5e44301918c551b8bb2f17c,2018-03-02T11:13:28.115310+00:00,554852
course-v1:spbu+SOCLAB+spring_2018,9e078116e6b2444da051e38a72138fb1,6c085a02b1b34426963b93e63d2d4f98,2018-03-02T11:15:58.612242+00:00,554852
course-v1:spbu+SOCLAB+spring_2018,9265610005ce4b5ba3bdf4536d04b596,27688ee203c144bb83cff0cceab9a483,2018-03-02T11:18:34.215707+00:00,554852
course-v1:spbu+SOCLAB+spring_2018,6bb4aec533fb457f96c416119f28e58c,c2a53370f5e44301918c551b8bb2f17c,2018-03-03T08:47:56.484815+00:00,595666
course-v1:spbu+SOCLAB+spring_2018,9e078116e6b2444da051e38a72138fb1,6c085a02b1b34426963b93e63d2d4f98,2018-03-03T18:50:19.982604+00:00,467046
course-v1:spbu+SOCLAB+spring_2018,9265610005ce4b5ba3bdf4536d04b596,27688ee203c144bb83cff0cceab9a483,2018-03-04T07:56:54.745511+00:00,259731
course-v1:spbu+SOCLAB+spring_2018,9265610005ce4b5ba3bdf4536d04b596,27688ee203c144bb83cff0cceab9a483,2018-03-04T09:14:35.697639+00:00,56215
course-v1:spbu+SOCLAB+spring_2018,73d3eb459e244546a14520445ba63c94,27688ee203c144bb83cff0cceab9a483,2018-03-05T10:27:25.024943+00:00,259731
course-v1:spbu+SOCLAB+spring_2018,4015da5e81154bf3b1c0768d093e259e,c2a53370f5e44301918c551b8bb2f17c,2018-03-05T11:14:22.421867+00:00,595666
course-v1:spbu+SOCLAB+spring_2018,9e078116e6b2444da051e38a72138fb1,6c085a02b1b34426963b93e63d2d4f98,2018-03-07T11:34:17.098681+00:00,595666
course-v1:spbu+SOCLAB+spring_2018,9265610005ce4b5ba3bdf4536d04b596,27688ee203c144bb83cff0cceab9a483,2018-03-08T08:56:13.420718+00:00,493875
course-v1:spbu+SOCLAB+spring_2018,73d3eb459e244546a14520445ba63c94,27688ee203c144bb83cff0cceab9a483,2018-03-08T09:26:35.162801+00:00,493875
course-v1:spbu+SOCLAB+spring_2018,73d3eb459e244546a14520445ba63c94,27688ee203c144bb83cff0cceab9a483,2018-03-08T12:23:12.351940+00:00,467046
course-v1:spbu+SOCLAB+spring_2018,9265610005ce4b5ba3bdf4536d04b596,27688ee203c144bb83cff0cceab9a483,2018-03-08T12:50:35.048633+00:00,467046
course-v1:spbu+SOCLAB+spring_2018,73d3eb459e244546a14520445ba63c94,27688ee203c144bb83cff0cceab9a483,2018-03-08T14:01:47.032243+00:00,56215
course-v1:spbu+SOCLAB+spring_2018,9265610005ce4b5ba3bdf4536d04b596,27688ee203c144bb83cff0cceab9a483,2018-03-08T14:20:25.462660+00:00,243054
course-v1:spbu+SOCLAB+spring_2018,73d3eb459e244546a14520445ba63c94,27688ee203c144bb83cff0cceab9a483,2018-03-08T14:30:14.012780+00:00,243054
course-v1:spbu+SOCLAB+spring_2018,73d3eb459e244546a14520445ba63c94,27688ee203c144bb83cff0cceab9a483,2018-03-08T22:10:16.219645+00:00,28864
course-v1:spbu+SOCLAB+spring_2018,9265610005ce4b5ba3bdf4536d04b596,27688ee203c144bb83cff0cceab9a483,2018-03-08T22:16:19.282208+00:00,28864
course-v1:spbu+SOCLAB+spring_2018,9e078116e6b2444da051e38a72138fb1,6c085a02b1b34426963b93e63d2d4f98,2018-03-08T22:36:54.170745+00:00,28864
course-v1:spbu+SOCLAB+spring_2018,9265610005ce4b5ba3bdf4536d04b596,27688ee203c144bb83cff0cceab9a483,2018-03-09T13:33:14.034519+00:00,595666
course-v1:spbu+SOCLAB+spring_2018,6bb4aec533fb457f96c416119f28e58c,c2a53370f5e44301918c551b8bb2f17c,2018-03-09T20:50:32.891575+00:00,559616
course-v1:spbu+SOCLAB+spring_2018,4015da5e81154bf3b1c0768d093e259e,c2a53370f5e44301918c551b8bb2f17c,2018-03-09T21:37:45.333898+00:00,559616
course-v1:spbu+SOCLAB+spring_2018,9e078116e6b2444da051e38a72138fb1,6c085a02b1b34426963b93e63d2d4f98,2018-03-09T21:53:58.233718+00:00,559616
course-v1:spbu+SOCLAB+spring_2018,9265610005ce4b5ba3bdf4536d04b596,27688ee203c144bb83cff0cceab9a483,2018-03-09T22:04:26.211572+00:00,559616
course-v1:spbu+SOCLAB+spring_2018,73d3eb459e244546a14520445ba63c94,27688ee203c144bb83cff0cceab9a483,2018-03-09T22:19:12.030669+00:00,559616
course-v1:spbu+SOCLAB+spring_2018,6bb4aec533fb457f96c416119f28e58c,c2a53370f5e44301918c551b8bb2f17c,2018-03-10T20:11:13.456828+00:00,243054
course-v1:spbu+SOCLAB+spring_2018,73d3eb459e244546a14520445ba63c94,27688ee203c144bb83cff0cceab9a483,2018-03-11T21:52:58.540512+00:00,595666
course-v1:spbu+SOCLAB+spring_2018,923c5bf686874301a7e0b9ef67dfa526,cd8a29e227c9475fbc37edaa23cfa9d3,2018-03-24T12:56:43.046472+00:00,595666
course-v1:spbu+SOCLAB+spring_2018,923c5bf686874301a7e0b9ef67dfa526,cd8a29e227c9475fbc37edaa23cfa9d3,2018-03-24T15:17:49.681883+00:00,243054
course-v1:spbu+SOCLAB+spring_2018,923c5bf686874301a7e0b9ef67dfa526,cd8a29e227c9475fbc37edaa23cfa9d3,2018-03-25T14:47:51.390371+00:00,493875
course-v1:spbu+SOCLAB+spring_2018,923c5bf686874301a7e0b9ef67dfa526,cd8a29e227c9475fbc37edaa23cfa9d3,2018-03-25T15:33:48.395964+00:00,259731
course-v1:spbu+SOCLAB+spring_2018,923c5bf686874301a7e0b9ef67dfa526,cd8a29e227c9475fbc37edaa23cfa9d3,2018-03-25T22:32:09.580658+00:00,28864
course-v1:spbu+SOCLAB+spring_2018,93b3c41a5c434707adc8a3c2c081daa8,43c190f90262429c9c3c912e16c79233,2018-03-30T19:46:49.736137+00:00,56215
