course_id,theme_id,problem_type,user_id,problem_duration
course-v1:spbu+SOCLAB+spring_2018,061d8a5b581a45dab40b1ca9405ddf5b,ungraded,22331,342453.019686
course-v1:spbu+SOCLAB+spring_2018,061d8a5b581a45dab40b1ca9405ddf5b,ungraded,48168,1357719.908323
course-v1:spbu+SOCLAB+spring_2018,061d8a5b581a45dab40b1ca9405ddf5b,ungraded,56215,171226.509843
course-v1:spbu+SOCLAB+spring_2018,061d8a5b581a45dab40b1ca9405ddf5b,ungraded,185925,171226.509843
course-v1:spbu+SOCLAB+spring_2018,061d8a5b581a45dab40b1ca9405ddf5b,ungraded,350494,513679.52952900005
course-v1:spbu+SOCLAB+spring_2018,061d8a5b581a45dab40b1ca9405ddf5b,ungraded,444404,171226.509843
course-v1:spbu+SOCLAB+spring_2018,061d8a5b581a45dab40b1ca9405ddf5b,ungraded,467046,0.0
course-v1:spbu+SOCLAB+spring_2018,061d8a5b581a45dab40b1ca9405ddf5b,ungraded,554852,1357719.908323
course-v1:spbu+SOCLAB+spring_2018,061d8a5b581a45dab40b1ca9405ddf5b,ungraded,559517,1357719.908323
course-v1:spbu+SOCLAB+spring_2018,061d8a5b581a45dab40b1ca9405ddf5b,ungraded,559616,907370.383426
course-v1:spbu+SOCLAB+spring_2018,061d8a5b581a45dab40b1ca9405ddf5b,ungraded,583886,0.0
course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,ungraded,22331,111.47714
course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,ungraded,28864,51.455148
course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,ungraded,48168,29.745119
course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,ungraded,56215,49661.84175
course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,ungraded,154690,25.727574
course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,ungraded,185925,25.727574
course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,ungraded,237133,51.455148
course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,ungraded,243054,0.0
course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,ungraded,259731,1980037.273552
course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,ungraded,350494,55.73857
course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,ungraded,444404,11885.740635
course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,ungraded,453625,458842.96900599997
course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,ungraded,467046,113.419172
course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,ungraded,473613,611140.968787
course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,ungraded,486614,222.95428
course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,ungraded,488714,61.740858
course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,ungraded,492510,36.013284
course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,ungraded,493875,77.182722
course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,ungraded,554852,102.31979700000001
course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,ungraded,559517,178.470714
course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,ungraded,559616,903304.077442
course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,ungraded,583886,29882.42633
course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,ungraded,595666,611140.968787
course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,ungraded,22331,1872014.732656
course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,ungraded,48168,26.058813
course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,ungraded,56215,936007.366328
course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,ungraded,185925,936007.366328
course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,ungraded,237133,1872014.732656
course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,ungraded,350494,1389701.273022
course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,ungraded,444404,936007.366328
course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,ungraded,467046,9.041582
course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,ungraded,554852,1357691.490085
course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,ungraded,559517,26.058813
course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,ungraded,559616,907387.813388
course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,ungraded,583886,4.520791
course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,ungraded,595666,453693.906694
course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,ungraded,22331,140309.435236
course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,ungraded,28864,1403545.5237130001
course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,ungraded,48168,1703086.880014
course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,ungraded,56215,575137.021404
course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,ungraded,185925,575137.021404
course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,ungraded,237133,364929.502273
course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,ungraded,243054,645291.739022
course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,ungraded,259731,506542.96181
course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,ungraded,350494,575137.021404
course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,ungraded,444404,253271.480905
course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,ungraded,453625,576697.679428
course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,ungraded,467046,30.79029
course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,ungraded,486614,575137.021404
course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,ungraded,488714,0.0
course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,ungraded,492510,0.0
course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,ungraded,554852,253271.480905
course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,ungraded,559517,3406173.760028
course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,ungraded,559616,903628.173776
course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,ungraded,583886,237810.545387
course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,ungraded,595666,729859.004546
course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,ungraded,22331,54.314574
course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,ungraded,28864,27.157287
course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,ungraded,48168,448717.298876
course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,ungraded,56215,80754.656227
course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,ungraded,185925,159449.841606
course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,ungraded,237133,27.157287
course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,ungraded,243054,80754.656227
course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,ungraded,259731,159422.684319
course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,ungraded,350494,80754.656227
course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,ungraded,444404,80754.656227
course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,ungraded,467046,54.314574
course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,ungraded,486614,54.314574
course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,ungraded,488714,54.314574
course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,ungraded,492510,133.257986
course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,ungraded,493875,159422.684319
course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,ungraded,554852,1899.601148
course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,ungraded,559517,448717.298876
course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,ungraded,559616,1202.644125
course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,ungraded,583886,897434.597752
course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,ungraded,595666,448717.298876
course-v1:spbu+SOCLAB+spring_2018,27688ee203c144bb83cff0cceab9a483,graded,22331,0.0
course-v1:spbu+SOCLAB+spring_2018,27688ee203c144bb83cff0cceab9a483,graded,28864,219863.18902499997
course-v1:spbu+SOCLAB+spring_2018,27688ee203c144bb83cff0cceab9a483,graded,56215,177190.842538
