_V,_T,_P,TS_P
1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1.5476190476190477,0.0,0.041666666666666664,0.041666666666666664
1.1428571428571428,0.0,0.0,0.0
2.1587951807228913,0.0,0.05204819277108434,0.04
2.4456521739130435,0.0,0.29891304347826086,0.0
1.25,0.0,0.0,0.0
1.2,0.0,0.0,0.0
1.6656785243741763,0.0,0.022727272727272728,0.022727272727272728
1.5555555555555556,0.0,0.0,0.0
2.583081761006289,0.0,0.18106918238993708,0.06
2.1941176470588237,0.0,0.21764705882352942,0.1
1.625,0.0,0.0,0.0
1.3846153846153846,0.0,0.0,0.0
1.3333333333333333,0.0,0.0,0.0
2.1764705882352944,0.0,0.1176470588235294,0.0
1.5,0.0,0.0,0.0
1.6,0.0,0.0,0.0
1.375,0.0,0.0,0.0
1.5982142857142856,0.0,0.0,0.0
1.5714285714285714,0.0,0.0,0.0
1.5825242718446602,0.0,0.0,0.0
1.6666666666666665,0.0,0.0,0.0
1.5205479452054793,0.0,0.0,0.0
1.6036036036036037,0.0,0.0,0.0
1.8181818181818183,0.0,0.0,0.0
1.8235294117647058,0.0,0.0,0.0
1.75,0.0,0.0,0.0
1.5769230769230769,0.0,0.0,0.0
1.1666666666666667,0.0,0.0,0.0
2.7291666666666665,0.0,0.03125,0.0
2.497150997150997,1.084045584045584,0.07692307692307693,0.0
2.6355404640633844,0.0,0.16015846066779854,0.05263157894736842
1.7777777777777777,0.0,0.0,0.0
1.7,0.0,0.0,0.0
1.1842105263157894,0.0,0.0,0.0
1.5833333333333335,0.0,0.0,0.0
1.5857142857142859,0.0,0.0,0.0
2.5688729874776386,0.0,0.12880143112701253,0.05128205128205128
1.4285714285714286,0.0,0.0,0.0
2.25,0.0,0.125,0.0
1.631578947368421,0.0,0.0,0.0
1.0,1.0,0.0,0.0
2.5454545454545454,0.0,0.09090909090909093,0.0
2.161764705882353,0.0,0.2352941176470588,0.0
1.7,0.0,0.5307692307692308,0.3
2.6956521739130435,0.0,0.08695652173913042,0.0
1.5384615384615383,0.0,0.0,0.0
2.5901639344262293,0.0,0.032786885245901634,0.0
1.4444444444444444,0.0,0.0,0.0
1.4,0.0,0.0,0.0
1.7142857142857144,0.0,0.0,0.0
2.0,0.16666666666666666,0.0,0.0
2.263157894736842,0.10526315789473684,0.0,0.0
2.27,0.0,0.37,0.0
1.9805657412257727,0.0,0.08931377684651651,0.06521739130434782
1.6153846153846154,0.0,0.0,0.0
1.2727272727272727,0.0,0.0,0.0
2.717948717948718,0.0,0.02564102564102564,0.0
1.3888888888888888,0.0,0.0,0.0
1.6923076923076923,0.0,0.0,0.0
2.2734204793028323,0.0,0.45479302832244006,0.0
2.2222222222222223,0.0,0.05555555555555555,0.0
1.7954545454545454,0.0,0.0,0.0
2.7199999999999998,0.0,0.04,0.0
2.6439024390243904,0.0,0.2097560975609756,0.0
1.7560975609756098,0.0,0.0,0.0
2.11484593837535,0.0,0.6890756302521008,0.0
1.2857142857142856,0.0,0.0,0.0
2.357142857142857,0.0,0.25824175824175827,0.0
2.1052631578947367,0.0,0.15789473684210525,0.0
2.32,0.0,0.2995121951219512,0.08
2.175,0.0,0.08,0.0
2.388094567970729,0.0,0.4329580636082184,0.1176470588235294
1.987192118226601,0.0,0.38137931034482764,0.2413793103448276
1.712121212121212,0.0,0.13636363636363635,0.0
1.4545454545454546,0.0,0.0,0.0
2.6392405063291138,0.0,0.0949367088607595,0.0
0.9583333333333334,0.5892857142857143,0.041666666666666664,0.041666666666666664
1.0,0.14285714285714285,0.0,0.0
1.46,0.6987951807228916,0.05204819277108434,0.04
1.75,0.6956521739130435,0.29891304347826086,0.0
1.0,0.25,0.0,0.0
1.0,0.2,0.0,0.0
0.9772727272727272,0.6884057971014492,0.022727272727272728,0.022727272727272728
1.0,0.5555555555555556,0.0,0.0
1.8566666666666665,0.7264150943396226,0.18106918238993708,0.06
1.9,0.29411764705882354,0.21764705882352942,0.1
1.0,0.625,0.0,0.0
1.0,0.38461538461538464,0.0,0.0
1.0,0.3333333333333333,0.0,0.0
2.0,0.17647058823529413,0.1176470588235294,0.0
1.0,0.5,0.0,0.0
1.0,0.6,0.0,0.0
1.0,0.375,0.0,0.0
1.0,0.5982142857142857,0.0,0.0
1.0,0.5714285714285714,0.0,0.0
1.0,0.5825242718446602,0.0,0.0
1.0,0.6666666666666666,0.0,0.0
1.0,0.5205479452054794,0.0,0.0
1.0,0.6036036036036037,0.0,0.0
1.0,0.8181818181818182,0.0,0.0
1.0,0.8235294117647058,0.0,0.0
1.0,0.75,0.0,0.0
1.0,0.5769230769230769,0.0,0.0
1.0,0.16666666666666666,0.0,0.0
2.0,0.7291666666666666,0.03125,0.0
2.8618233618233617,0.7193732193732194,0.07692307692307693,0.0
1.9473684210526316,0.6881720430107527,0.16015846066779854,0.05263157894736842
1.0,0.7777777777777778,0.0,0.0
1.0,0.7,0.0,0.0
1.0,0.18421052631578946,0.0,0.0
1.0,0.5833333333333334,0.0,0.0
1.0,0.5857142857142857,0.0,0.0
1.948717948717949,0.6201550387596899,0.12880143112701253,0.05128205128205128
1.0,0.42857142857142855,0.0,0.0
2.0,0.25,0.125,0.0
1.0,0.631578947368421,0.0,0.0
2.0,0.0,0.0,0.0
2.0,0.5454545454545454,0.09090909090909093,0.0
1.75,0.4117647058823529,0.2352941176470588,0.0
2.0,0.6956521739130435,0.08695652173913042,0.0
1.0,0.5384615384615384,0.0,0.0
2.0,0.5901639344262295,0.032786885245901634,0.0
1.0,0.4444444444444444,0.0,0.0
1.0,0.4,0.0,0.0
1.0,0.7142857142857143,0.0,0.0
1.1666666666666667,1.0,0.0,0.0
1.1052631578947367,1.263157894736842,0.0,0.0
1.75,0.52,0.37,0.0
1.5347826086956522,0.4457831325301205,0.08931377684651651,0.06521739130434782
1.0,0.6153846153846154,0.0,0.0
1.0,0.2727272727272727,0.0,0.0
2.0,0.7179487179487181,0.02564102564102564,0.0
1.0,0.3888888888888889,0.0,0.0
1.0,0.6923076923076923,0.0,0.0
1.5882352941176472,0.6851851851851852,0.45479302832244006,0.0
2.0,0.2222222222222222,0.05555555555555555,0.0
1.0,0.7954545454545454,0.0,0.0
2.0,0.72,0.04,0.0
1.9,0.7439024390243902,0.2097560975609756,0.0
1.0,0.7560975609756098,0.0,0.0
1.4285714285714286,0.6862745098039216,0.6890756302521008,0.0
1.0,0.2857142857142857,0.0,0.0
1.8571428571428572,0.5,0.25824175824175827,0.0
2.0,0.10526315789473684,0.15789473684210525,0.0
1.82,0.5,0.2995121951219512,0.08
1.625,0.55,0.08,0.0
1.7459893048128343,0.6421052631578947,0.4329580636082184,0.1176470588235294
1.687192118226601,0.3,0.38137931034482764,0.2413793103448276
1.6666666666666665,0.045454545454545456,0.13636363636363635,0.0
1.0,0.4545454545454545,0.0,0.0
2.0,0.6392405063291139,0.0949367088607595,0.0
0.9583333333333334,0.0,0.6309523809523809,0.041666666666666664
1.0,0.0,0.14285714285714285,0.0
0.9720481927710843,0.0,1.2387951807228916,0.04
1.298913043478261,0.0,1.4456521739130435,0.0
1.0,0.0,0.25,0.0
1.0,0.0,0.2,0.0
0.9772727272727272,0.0,0.7111330698287219,0.022727272727272728
1.0,0.0,0.5555555555555556,0.0
1.061069182389937,0.0,1.7030817610062892,0.06
1.0176470588235293,0.0,1.3941176470588237,0.1
1.0,0.0,0.625,0.0
1.0,0.0,0.38461538461538464,0.0
1.0,0.0,0.3333333333333333,0.0
1.1176470588235294,0.0,1.1764705882352942,0.0
1.0,0.0,0.5,0.0
1.0,0.0,0.6,0.0
1.0,0.0,0.375,0.0
1.0,0.0,0.5982142857142857,0.0
1.0,0.0,0.5714285714285714,0.0
1.0,0.0,0.5825242718446602,0.0
1.0,0.0,0.6666666666666666,0.0
1.0,0.0,0.5205479452054794,0.0
1.0,0.0,0.6036036036036037,0.0
1.0,0.0,0.8181818181818182,0.0
1.0,0.0,0.8235294117647058,0.0
1.0,0.0,0.75,0.0
1.0,0.0,0.5769230769230769,0.0
1.0,0.0,0.16666666666666666,0.0
1.03125,0.0,1.7291666666666665,0.0
1.1509971509971508,1.084045584045584,1.4230769230769231,0.0
1.0548953027730619,0.0,1.740803621958121,0.05263157894736842
1.0,0.0,0.7777777777777778,0.0
1.0,0.0,0.7,0.0
1.0,0.0,0.18421052631578946,0.0
1.0,0.0,0.5833333333333334,0.0
1.0,0.0,0.5857142857142857,0.0
1.02623732856291,0.0,1.6714370900417412,0.05128205128205128
1.0,0.0,0.42857142857142855,0.0
1.125,0.0,1.25,0.0
1.0,0.0,0.631578947368421,0.0
1.0909090909090908,0.0,1.5454545454545454,0.0
1.2352941176470589,0.0,1.1617647058823528,0.0
0.9307692307692308,0.0,1.3,0.3
1.0869565217391304,0.0,1.6956521739130435,0.0
1.0,0.0,0.5384615384615384,0.0
1.0327868852459017,0.0,1.5901639344262295,0.0
1.0,0.0,0.4444444444444444,0.0
1.0,0.0,0.4,0.0
1.0,0.0,0.7142857142857143,0.0
2.0,0.10526315789473684,0.2631578947368421,0.0
1.37,0.0,1.27,0.0
0.9588789942378209,0.0,1.1110005238344682,0.06521739130434782
1.0,0.0,0.6153846153846154,0.0
1.0,0.0,0.2727272727272727,0.0
1.0256410256410255,0.0,1.717948717948718,0.0
1.0,0.0,0.3888888888888889,0.0
1.0,0.0,0.6923076923076923,0.0
1.4547930283224402,0.0,1.2734204793028323,0.0
1.0555555555555556,0.0,1.2222222222222223,0.0
1.0,0.0,0.7954545454545454,0.0
1.04,0.0,1.72,0.0
1.2097560975609758,0.0,1.6439024390243904,0.0
1.0,0.0,0.7560975609756098,0.0
1.6890756302521008,0.0,1.1148459383753502,0.0
1.0,0.0,0.2857142857142857,0.0
1.2582417582417582,0.0,1.3571428571428572,0.0
1.1578947368421053,0.0,1.1052631578947367,0.0
1.1395121951219513,0.0,1.48,0.08
1.08,0.0,1.175,0.0
1.1976639459611595,0.0,1.6233886856177877,0.1176470588235294
0.8986206896551724,0.0,1.4699507389162563,0.2413793103448276
1.1363636363636362,0.0,0.712121212121212,0.0
1.0,0.0,0.4545454545454545,0.0
1.0949367088607596,0.0,1.6392405063291138,0.0
0.96,0.6987951807228916,0.5520481927710844,0.04
1.25,0.6956521739130435,0.7989130434782609,0.0
1.0233333333333332,0.7264150943396226,1.0144025157232703,0.06
0.9,0.29411764705882354,1.2176470588235295,0.1
1.0,0.17647058823529413,1.1176470588235294,0.0
1.0,0.7291666666666666,1.03125,0.0
1.158119658119658,0.7193732193732194,1.7806267806267806,0.0
0.9473684210526316,0.6881720430107527,1.1601584606677984,0.05263157894736842
0.9487179487179488,0.6201550387596899,1.1288014311270125,0.05128205128205128
1.0,0.25,1.125,0.0
1.0,0.5454545454545454,1.0909090909090908,0.0
1.0,0.4117647058823529,0.9852941176470588,0.0
