problem_duration_graded,problem_duration_ungraded,messagiesNum,video_duration
0.0,0.0,4,107.78151
0.0,0.0,9,183.519678
0.0,0.0,19,60.397470999999996
0.0,0.0,0,21.001388
0.0,0.0,29,612.754173
0.0,0.0,20,71.77358799999998
0.0,0.0,26,19.978692000000002
0.0,0.0,0,389.56616099999997
0.0,0.0,29,603.080229
0.0,0.0,10,831.853164
0.0,0.0,4,824.779137
0.0,0.0,17,741.576784
0.0,0.0,15,1262.951317
0.0,0.0,9,279.109524
0.0,0.0,6,311.25789
0.0,0.0,25,842.9312649999998
0.0,0.0,7,1233.175398
0.0,0.0,20,612.877875
0.0,0.0,11,707.3148110000001
0.0,0.0,7,1005.6279699999999
0.0,0.0,1,1011.3336210000001
0.0,0.0,5,722.2295839999998
0.0,0.0,3,1120.090118
0.0,0.0,8,470.680061
0.0,0.0,2,691.5662639999999
0.0,0.0,0,884.5433859999999
0.0,0.0,16,693.447769
0.0,0.0,28,94.108429
0.0,0.0,1,351.14269700000006
0.0,0.0,29,131.481631
0.0,0.0,22,393.889928
0.0,0.0,6,237.289147
0.0,0.0,20,391.968654
0.0,0.0,29,56.94486800000001
0.0,0.0,14,394.660722
0.0,0.0,15,86.40415899999998
0.0,0.0,7,394.03181800000004
0.0,0.0,1,476.339855
0.0,0.0,27,723.488392
0.0,0.0,24,241.29991099999998
0.0,0.0,17,59.353843000000005
0.0,0.0,15,20.247851
0.0,0.0,14,692.0595910000001
0.0,0.0,6,1005.591323
0.0,0.0,25,505.4561
0.0,0.0,25,702.5799699999999
0.0,0.0,14,984.16119
0.0,0.0,15,1092.449536
0.0,0.0,13,598.974101
0.0,0.0,18,1105.4814190000004
0.0,0.0,11,467.243332
0.0,0.0,17,682.9554880000002
0.0,0.0,26,863.7234410000002
0.0,0.0,18,672.792128
0.0,0.0,3,827.758469
0.0,0.0,24,12.759103999999999
0.0,0.0,23,140.08892300000002
0.0,0.0,28,432.237305
0.0,0.0,15,1056.718759
0.0,0.0,13,1542.086376
0.0,0.0,14,770.2761599999999
0.0,0.0,17,861.645738
0.0,0.0,9,969.503413
0.0,0.0,4,396.123718
0.0,0.0,19,27.48447
0.0,0.0,24,11.45986
0.0,0.0,15,313.706862
0.0,0.0,15,76.33076700000001
0.0,0.0,15,46.344722
0.0,0.0,15,179.93109000000004
0.0,0.0,5,37.285537
0.0,0.0,12,252.59214900000003
0.0,0.0,12,218.913448
0.0,0.0,10,68.334521
0.0,0.0,25,11.467503
0.0,0.0,11,11.205860000000001
0.0,0.0,24,164.7405
0.0,0.0,5,385.864746
0.0,0.0,19,19.833714
0.0,0.0,8,395.033724
0.0,0.0,15,237.793638
0.0,0.0,0,24.384791
0.0,0.0,9,20.25188
0.0,0.0,13,67.04014000000001
0.0,0.0,12,38.421174
0.0,0.0,18,273.663108
0.0,0.0,7,934.723188
0.0,0.0,8,582.169873
0.0,0.0,3,134.62473799999998
0.0,0.0,18,884.3079260000002
0.0,0.0,29,402.657361
0.0,0.0,17,1.8768259999999999
0.0,0.0,28,181.53955
0.0,0.0,4,411.031208
0.0,0.0,15,144.314022
0.0,0.0,4,25.114441
0.0,0.0,16,79.682905
0.0,0.0,11,236.83963599999998
0.0,0.0,29,26.654951
0.0,0.0,19,237.149501
0.0,0.0,9,392.80169700000005
0.0,0.0,1,24.151318
0.0,0.0,17,392.101599
0.0,0.0,16,22.69293
0.0,0.0,11,12.995249000000001
0.0,0.0,5,399.25215
0.0,0.0,16,306.27898799999997
0.0,0.0,0,18.034829000000002
0.0,0.0,12,56.35205500000001
0.0,0.0,28,926.604033
0.0,0.0,3,56.42280999999999
0.0,0.0,12,82.871381
0.0,0.0,2,135.081182
0.0,0.0,18,140.264895
0.0,0.0,1,163.854434
0.0,0.0,9,261.16258799999997
0.0,0.0,14,124.0577
0.0,0.0,29,51.889409
0.0,0.0,13,464.038572
0.0,0.0,4,255.49092400000004
0.0,0.0,9,360.799169
0.0,0.0,24,240.521967
0.0,0.0,20,305.18760299999997
0.0,0.0,26,632.203077
0.0,0.0,23,911.187798
0.0,0.0,0,110.78906699999999
0.0,0.0,19,25.963143
0.0,0.0,18,21.738054
0.0,0.0,19,18.814743
0.0,0.0,24,26.754116999999997
0.0,0.0,13,32.084567
0.0,0.0,27,38.311147
0.0,0.0,28,392.601943
0.0,0.0,19,236.80949900000002
0.0,0.0,4,360.39029700000003
0.0,0.0,5,239.94237900000002
0.0,0.0,27,232.353969
0.0,0.0,24,237.15470299999998
0.0,0.0,2,42.052412
0.0,0.0,7,391.930158
0.0,0.0,21,318.925127
0.0,0.0,16,239.587552
0.0,0.0,6,93.935615
0.0,0.0,24,62.88258100000001
0.0,0.0,0,23.338241
0.0,0.0,3,124.904161
0.0,0.0,14,393.154783
0.0,0.0,14,387.955517
0.0,0.0,9,360.481927
0.0,0.0,3,238.68547599999997
0.0,0.0,25,304.896049
0.0,0.0,17,189.61490600000002
0.0,0.0,4,925.407897
0.0,0.0,23,19.917541
0.0,0.0,13,10.081186
0.0,0.0,21,19.701116
0.0,0.0,5,2.049388
0.0,0.0,28,22.490591000000002
0.0,0.0,1,23.370089
0.0,0.0,27,356.876308
0.0,0.0,21,1451.0767910000004
0.0,0.0,2,399.459226
0.0,0.0,29,1057.671223
0.0,0.0,9,1541.221034
0.0,0.0,5,769.068587
0.0,0.0,8,2123.814179
0.0,0.0,3,1508.829765
0.0,0.0,7,1512.889721
0.0,0.0,13,1081.089723
0.0,0.0,11,1682.241944
0.0,0.0,21,705.497873
0.0,0.0,8,1040.498233
0.0,0.0,16,1041.0252369999998
0.0,0.0,6,1257.705491
0.0,0.0,14,700.084778
0.0,0.0,15,14.573785
0.0,0.0,15,5.440181
0.0,0.0,29,73.626101
0.0,0.0,18,236.860327
0.0,0.0,25,405.124054
0.0,0.0,8,1050.59714
0.0,0.0,8,1959.0787309999998
0.0,0.0,6,773.8647289999999
0.0,0.0,0,1009.5576560000003
0.0,0.0,19,1099.4532639999998
0.0,0.0,21,1518.852767
0.0,0.0,4,1513.58658
0.0,0.0,6,912.868507
0.0,0.0,18,1326.5891900000001
0.0,0.0,17,1040.4987649999996
0.0,0.0,6,106.674977
0.0,0.0,3,381.680115
0.0,0.0,1,1070.2834709999997
0.0,0.0,25,392.32505
0.0,0.0,18,84.39713
0.0,0.0,24,338.169887
0.0,0.0,26,348.176064
0.0,0.0,1,256.952383
0.0,0.0,23,40.545840000000005
0.0,0.0,6,1444.053064
0.0,0.0,3,203.873378
0.0,0.0,14,41.914713
0.0,0.0,13,72.57219
0.0,0.0,2,9.11853
0.0,0.0,20,78.402638
0.0,0.0,7,445.367449
0.0,0.0,16,392.739141
0.0,0.0,29,392.548726
0.0,0.0,19,4.322218
0.0,0.0,0,283.12246600000003
0.0,0.0,20,392.62183
0.0,0.0,16,400.024604
0.0,0.0,29,59.51969199999999
0.0,0.0,1,555.014715
0.0,0.0,24,640.423774
0.0,0.0,1,1292.859664
0.0,0.0,13,72.77753000000001
0.0,0.0,28,15.539397
0.0,0.0,2,11.824975
0.0,0.0,18,203.831313
0.0,0.0,19,353.023962
0.0,0.0,29,79.10628899999998
0.0,0.0,25,272.750046
0.0,0.0,12,91.16628100000001
0.0,0.0,13,17.458897
0.0,0.0,10,1072.576566
0.0,0.0,4,1117.403411
0.0,0.0,27,1756.417277
0.0,0.0,3,54.90276400000001
0.0,0.0,12,13.283644
0.0,0.0,24,23.895153
0.0,0.0,29,785.706229
0.0,0.0,23,237.54339700000003
0.0,0.0,4,361.54251800000003
0.0,0.0,12,240.36560899999998
0.0,0.0,9,952.469433
0.0,0.0,4,631.0730530000001
0.0,0.0,25,1336.8657039999998
0.0,0.0,8,1.243829
0.0,0.0,28,453.67377999999997
0.0,0.0,24,147.665323
0.0,0.0,11,822.13211
0.0,0.0,28,599.294291
0.0,0.0,9,394.054987
0.0,0.0,12,237.833194
0.0,0.0,24,361.06541699999997
0.0,0.0,10,240.387639
0.0,0.0,7,302.756584
0.0,0.0,3,624.521979
0.0,0.0,28,923.13359
0.0,0.0,3,498.573205
0.0,0.0,26,630.1784719999999
0.0,0.0,7,103.771986
0.0,0.0,22,29.986143
0.0,0.0,10,68.23525500000001
0.0,0.0,23,142.395756
0.0,0.0,10,36.775927
0.0,0.0,16,0.0
18.018102,0.0,19,1418.601721
135.60084799999998,0.0,14,1176.8607539999998
2.391006,0.0,18,1412.352582
3.3768589999999996,0.0,19,0.0
0.0,0.0,19,111.445982
0.0,0.0,15,17.765372
159.730423,0.0,17,0.0
0.0,0.0,12,763.4974119999998
0.0,0.0,19,1416.210707
0.0,0.0,26,1408.763396
0.0,0.0,2,939.6542400000001
0.0,0.0,14,728.263407
0.0,0.0,22,448.83473899999996
0.0,0.0,9,1234.1643689999999
0.0,0.0,2,1243.829451
19.268399,0.0,22,0.0
0.0,0.0,10,280.741265
14.839607,0.0,14,523.416167
0.0,0.0,29,15.20597
0.0,0.0,3,505.239417
0.0,0.0,2,1294.290662
39.879096000000004,0.0,19,1293.3628199999998
19.545268,0.0,6,0.0
0.0,0.0,20,177.6232
0.0,0.0,19,22.763793
0.0,0.0,25,636.670015
0.0,0.0,7,1394.756782
0.0,0.0,20,1393.770667
0.0,0.0,16,930.8570300000001
0.0,0.0,14,951.976993
0.0,0.0,11,828.5967730000001
52.484444999999994,0.0,1,0.0
0.0,0.0,7,674.699976
0.0,0.0,20,1090.9030619999999
0.0,0.0,7,134.018117
0.0,0.0,23,1067.051831
63.320485999999995,0.0,20,1053.149865
0.0,0.0,27,418.171721
0.0,0.0,5,393.99035
0.0,0.0,23,421.727601
0.0,0.0,8,910.8472
0.0,0.0,5,695.80635
0.0,0.0,7,1135.449693
0.0,0.0,20,1065.198539
0.0,0.0,21,744.062723
0.0,0.0,13,184.639249
0.0,0.0,8,1078.71037
0.0,0.0,24,161.32681399999996
275.81728,0.0,1,1191.6921730000001
0.0,0.0,15,128.093723
0.0,0.0,20,922.2124689999999
0.0,0.0,13,1068.656468
0.0,0.0,23,854.892844
66.00737,0.0,1,1261.041846
194.904538,0.0,19,1097.9423470000002
56.543655,0.0,18,0.0
32.165693,0.0,11,77.39860300000001
0.0,0.0,9,1408.255643
0.0,0.0,12,702.7177730000001
0.0,0.0,14,268.96310600000004
0.0,0.0,19,759.2226799999999
0.0,0.0,9,856.180799
5744.453136,0.0,17,1111.3587
0.0,0.0,12,716.6585569999999
0.0,0.0,22,1069.896362
0.0,0.0,22,815.243674
113.419172,0.0,2,1137.270565
0.0,0.0,6,1447.984201
0.0,0.0,29,2310.030762000001
222.95427999999998,0.0,29,572.519457
0.0,0.0,13,1161.0647339999996
36.013284000000006,0.0,19,1068.22906
0.0,0.0,7,251.81240099999997
0.0,0.0,25,1311.810085
102.319797,0.0,9,505.690489
105.699274,0.0,5,0.0
0.0,0.0,16,17.273081
0.0,0.0,0,2322.840424
0.0,0.0,26,2310.203557
0.0,0.0,9,1541.831403
0.0,0.0,15,1544.6656460000002
0.0,0.0,20,1682.7334889999993
0.0,0.0,6,2328.711501
36.122557,0.0,24,0.0
26.058813,0.0,24,0.0
4.520791,0.0,0,0.0
0.0,0.0,24,2421.8660090000008
0.0,0.0,22,931.9908939999999
0.0,0.0,17,1626.237047
0.0,0.0,16,507.510663
0.0,0.0,20,1632.7849199999998
0.0,0.0,26,580.3850649999998
0.0,0.0,26,37.671399
509.68105599999996,0.0,21,3777.983218000001
0.0,0.0,25,1978.650426
0.0,0.0,5,1391.412995
40.911435,0.0,28,1396.371187
0.0,0.0,19,925.484179
5688.36479,0.0,21,1610.421128
0.0,0.0,1,708.1301220000005
0.0,0.0,25,943.7099009999997
0.0,0.0,12,1392.8681789999998
0.0,0.0,2,1418.773914
179.599656,0.0,26,0.0
156.417325,0.0,1,0.0
0.0,0.0,14,2862.503768
0.0,0.0,26,1921.4480200000005
128.910662,0.0,2,0.0
0.0,0.0,1,1128.33982
0.0,0.0,25,2984.7760519999993
272.42995,0.0,21,0.0
0.0,0.0,23,2570.792696999999
0.0,0.0,5,907.2911439999999
0.0,0.0,0,1.8935509999999998
0.0,0.0,6,906.691516
100.156449,0.0,12,1904.825193
0.0,0.0,28,1088.593477
18.279514000000002,0.0,17,0.0
1629.982652,0.0,4,0.0
63.138983999999994,0.0,1,0.0
135.78878999999998,0.0,27,1027.277083
0.0,0.0,27,495.924257
0.0,0.0,0,877.7910449999998
0.0,0.0,5,495.521685
0.0,0.0,14,3.570647
0.0,0.0,6,28.93458
0.0,0.0,25,330.95092200000005
0.0,0.0,11,495.90604299999995
25.994404,0.0,0,0.0
0.0,0.0,18,526.065106
0.0,0.0,4,875.0798900000001
0.0,0.0,13,957.8703890000003
0.0,0.0,3,872.9722949999999
0.0,0.0,10,583.550713
0.0,0.0,26,581.971043
0.0,0.0,12,576.53877
0.0,0.0,0,873.6710899999998
19.564104,0.0,3,0.0
0.0,0.0,16,240.758106
0.0,0.0,20,368.76567
52.339407,0.0,2,398.271379
0.0,0.0,4,359.69665200000003
0.0,0.0,18,150.028705
58.026461,0.0,5,288.637136
0.0,0.0,1,240.09535899999997
4.277266,0.0,23,8.639807000000001
135.720675,0.0,23,559.59455
0.0,0.0,20,361.592034
0.0,0.0,15,370.691685
39.172164,0.0,16,0.0
0.0,0.0,17,288.828496
0.0,0.0,12,360.642965
52.881416,0.0,23,360.514446
17.278085,0.0,13,0.0
37.836114,0.0,25,111.765431
0.0,0.0,2,108.2488
0.0,0.0,20,240.374494
147.514064,0.0,12,361.04071600000003
162.479306,0.0,7,0.0
0.0,0.0,6,212.89706600000002
0.0,0.0,6,242.135066
0.0,0.0,0,360.958502
198.94572,0.0,13,290.254627
0.0,0.0,24,361.978408
0.0,0.0,16,365.945735
14.256532,0.0,6,1199.246339
10.383969,0.0,8,0.0
85.375724,0.0,0,408.244021
43.36449,0.0,13,0.0
55.8682,0.0,20,365.56461
0.0,0.0,27,1380.035653
0.0,0.0,24,983.311576
0.0,0.0,17,924.535903
0.0,0.0,16,341.73794300000003
0.0,0.0,29,617.0223219999999
0.0,0.0,26,617.98475
0.0,0.0,6,610.903726
0.0,0.0,27,72.560714
27.284259000000002,0.0,24,0.0
0.0,0.0,13,1120.41298
0.0,0.0,2,1679.6131050000001
0.0,0.0,18,2027.1434170000002
0.0,0.0,24,1659.594324
0.0,0.0,11,1262.0534889999994
0.0,0.0,5,820.239552
77.372292,0.0,8,0.0
0.0,0.0,3,1105.946564
229.87026200000003,0.0,5,1120.326879
0.0,0.0,21,294.612015
27.985033,0.0,14,0.0
342.683832,0.0,27,0.0
64.841633,0.0,3,0.0
235.43699900000001,0.0,0,1817.344591
0.0,0.0,12,1084.5681029999998
0.0,0.0,21,1077.2478150000004
0.0,0.0,18,719.952884
0.0,0.0,15,722.948238
0.0,0.0,23,1104.7554619999999
36.960615000000004,0.0,11,0.0
25.084054000000002,0.0,4,0.0
73.15137800000001,0.0,20,0.0
135.444334,0.0,25,1099.2089119999998
