course_id,problem_type,time,user_id,action
course-v1:spbu+SOCLAB+spring_2018,graded,2018-02-19T15:20:21.640511+00:00,554852.0,graded 4015da5e81154bf3b1c0768d093e259e
course-v1:spbu+SOCLAB+spring_2018,graded,2018-02-19T15:25:26.490762+00:00,554852.0,graded 6bb4aec533fb457f96c416119f28e58c
course-v1:spbu+SOCLAB+spring_2018,graded,2018-02-19T15:47:28.516203+00:00,556103.0,graded 4015da5e81154bf3b1c0768d093e259e
course-v1:spbu+SOCLAB+spring_2018,graded,2018-02-19T15:47:33.144349+00:00,556103.0,graded 6bb4aec533fb457f96c416119f28e58c
course-v1:spbu+SOCLAB+spring_2018,ungraded,2018-02-20T23:34:09.059510+00:00,301113.0,ungraded ecfeeb42583542189db859f396796d5e
course-v1:spbu+SOCLAB+spring_2018,ungraded,2018-02-17T10:55:30.123405+00:00,69983.0,ungraded 203f3ee09e9d45c481cce02c87634d6b
course-v1:spbu+SOCLAB+spring_2018,ungraded,2018-02-17T11:49:43.768176+00:00,65414.0,ungraded b155db0dc55248a3ab426a38a188f6f7
course-v1:spbu+SOCLAB+spring_2018,ungraded,2018-02-21T05:34:31.561777+00:00,269849.0,ungraded b155db0dc55248a3ab426a38a188f6f7
course-v1:spbu+SOCLAB+spring_2018,graded,2018-02-21T08:31:54.468310+00:00,486614.0,graded 6bb4aec533fb457f96c416119f28e58c
course-v1:spbu+SOCLAB+spring_2018,graded,2018-02-21T08:31:59.647113+00:00,486614.0,graded 6bb4aec533fb457f96c416119f28e58c
course-v1:spbu+SOCLAB+spring_2018,ungraded,2018-02-17T13:46:40.928676+00:00,485479.0,ungraded b155db0dc55248a3ab426a38a188f6f7
course-v1:spbu+SOCLAB+spring_2018,graded,2018-03-01T06:38:42.204574+00:00,393700.0,graded 4015da5e81154bf3b1c0768d093e259e
course-v1:spbu+SOCLAB+spring_2018,ungraded,2018-02-21T11:21:55.368071+00:00,81886.0,ungraded b155db0dc55248a3ab426a38a188f6f7
course-v1:spbu+SOCLAB+spring_2018,graded,2018-02-21T13:06:14.277503+00:00,486614.0,graded 6bb4aec533fb457f96c416119f28e58c
course-v1:spbu+SOCLAB+spring_2018,ungraded,2018-03-01T09:22:16.466258+00:00,185925.0,ungraded 7f81dc58cf134738af5d72ba1630fc9d
course-v1:spbu+SOCLAB+spring_2018,graded,2018-02-21T16:08:22.018098+00:00,492510.0,graded 4015da5e81154bf3b1c0768d093e259e
course-v1:spbu+SOCLAB+spring_2018,ungraded,2018-03-01T09:38:53.391279+00:00,22331.0,ungraded cc245196ba404345bae815f995cb0c8d
course-v1:spbu+SOCLAB+spring_2018,graded,2018-02-16T22:32:38.892542+00:00,337692.0,graded 6bb4aec533fb457f96c416119f28e58c
course-v1:spbu+SOCLAB+spring_2018,ungraded,2018-02-16T23:30:21.900749+00:00,28864.0,ungraded b155db0dc55248a3ab426a38a188f6f7
course-v1:spbu+SOCLAB+spring_2018,ungraded,2018-02-17T18:56:24.529824+00:00,465205.0,ungraded 203f3ee09e9d45c481cce02c87634d6b
course-v1:spbu+SOCLAB+spring_2018,ungraded,2018-02-21T22:18:13.257329+00:00,499776.0,ungraded b155db0dc55248a3ab426a38a188f6f7
course-v1:spbu+SOCLAB+spring_2018,graded,2018-02-19T15:20:16.120052+00:00,554852.0,graded 6bb4aec533fb457f96c416119f28e58c
course-v1:spbu+SOCLAB+spring_2018,ungraded,2018-02-17T19:06:29.470712+00:00,259731.0,ungraded 203f3ee09e9d45c481cce02c87634d6b
course-v1:spbu+SOCLAB+spring_2018,ungraded,2018-02-22T05:02:33.298011+00:00,259731.0,ungraded d339099c7852414295f53f84d524b507
course-v1:spbu+SOCLAB+spring_2018,graded,2018-02-17T05:06:01.500198+00:00,455173.0,graded 6bb4aec533fb457f96c416119f28e58c
course-v1:spbu+SOCLAB+spring_2018,graded,2018-02-19T15:47:19.116612+00:00,556103.0,graded 4015da5e81154bf3b1c0768d093e259e
course-v1:spbu+SOCLAB+spring_2018,graded,2018-02-19T15:47:22.505610+00:00,556103.0,graded 6bb4aec533fb457f96c416119f28e58c
course-v1:spbu+SOCLAB+spring_2018,graded,2018-02-19T15:47:33.016644+00:00,556103.0,graded 6bb4aec533fb457f96c416119f28e58c
course-v1:spbu+SOCLAB+spring_2018,graded,2018-03-01T12:13:59.668728+00:00,486614.0,graded 9265610005ce4b5ba3bdf4536d04b596
course-v1:spbu+SOCLAB+spring_2018,ungraded,2018-02-19T15:59:08.832896+00:00,265948.0,ungraded b155db0dc55248a3ab426a38a188f6f7
course-v1:spbu+SOCLAB+spring_2018,graded,2018-03-01T14:58:31.550871+00:00,493875.0,graded 6bb4aec533fb457f96c416119f28e58c
course-v1:spbu+SOCLAB+spring_2018,graded,2018-02-17T21:11:37.753956+00:00,286090.0,graded 4015da5e81154bf3b1c0768d093e259e
course-v1:spbu+SOCLAB+spring_2018,graded,2018-02-17T21:11:37.830208+00:00,286090.0,graded 4015da5e81154bf3b1c0768d093e259e
