course_id,isPlaying,theme_id,time,user_id,video_id
course-v1:spbu+SOCLAB+spring_2018,False,f04d53579de84074918a985304a22c84,2018-01-29T11:16:14.819674+00:00,473613,
course-v1:spbu+SOCLAB+spring_2018,True,939b37206e654f35ae914dd632a9223e,2018-01-29T11:16:24.057092+00:00,473613,3ccdede6f854405d985a42435c3f2be6
course-v1:spbu+SOCLAB+spring_2018,True,939b37206e654f35ae914dd632a9223e,2018-01-29T11:16:27.069112+00:00,473613,3ccdede6f854405d985a42435c3f2be6
course-v1:spbu+SOCLAB+spring_2018,False,939b37206e654f35ae914dd632a9223e,2018-01-29T11:16:59.234391+00:00,473613,
course-v1:spbu+SOCLAB+spring_2018,True,18c7ee896d6a4944a137a99b37fcd249,2018-01-29T11:17:04.221417+00:00,473613,82fd031292c24069b693b1098a476c48
course-v1:spbu+SOCLAB+spring_2018,True,18c7ee896d6a4944a137a99b37fcd249,2018-01-29T11:17:06.200028+00:00,473613,82fd031292c24069b693b1098a476c48
course-v1:spbu+SOCLAB+spring_2018,False,18c7ee896d6a4944a137a99b37fcd249,2018-01-29T11:18:11.278954+00:00,473613,
course-v1:spbu+SOCLAB+spring_2018,False,f04d53579de84074918a985304a22c84,2018-01-29T11:19:02.596520+00:00,473613,
course-v1:spbu+SOCLAB+spring_2018,False,18c7ee896d6a4944a137a99b37fcd249,2018-01-29T11:20:39.479761+00:00,473613,
course-v1:spbu+SOCLAB+spring_2018,False,18c7ee896d6a4944a137a99b37fcd249,2018-01-29T11:20:39.703557+00:00,473613,
course-v1:spbu+SOCLAB+spring_2018,False,18c7ee896d6a4944a137a99b37fcd249,2018-01-30T20:13:29.856100+00:00,473613,
course-v1:spbu+SOCLAB+spring_2018,False,f04d53579de84074918a985304a22c84,2018-01-31T10:39:40.770929+00:00,393700,
course-v1:spbu+SOCLAB+spring_2018,True,061d8a5b581a45dab40b1ca9405ddf5b,2018-02-07T19:53:23.156501+00:00,473613,db41ac03249a446b8af9fc9027e4b078
course-v1:spbu+SOCLAB+spring_2018,False,061d8a5b581a45dab40b1ca9405ddf5b,2018-02-07T19:53:24.794766+00:00,473613,
course-v1:spbu+SOCLAB+spring_2018,False,061d8a5b581a45dab40b1ca9405ddf5b,2018-02-07T19:53:50.501481+00:00,473613,
course-v1:spbu+SOCLAB+spring_2018,False,e3c0abd8380d446c8e9a5fb6b15aeefc,2018-02-14T21:22:17.334945+00:00,28864,
course-v1:spbu+SOCLAB+spring_2018,False,e3c0abd8380d446c8e9a5fb6b15aeefc,2018-02-14T21:22:26.338642+00:00,28864,
course-v1:spbu+SOCLAB+spring_2018,False,f04d53579de84074918a985304a22c84,2018-02-14T21:23:31.230384+00:00,28864,
course-v1:spbu+SOCLAB+spring_2018,False,e3c0abd8380d446c8e9a5fb6b15aeefc,2018-02-15T04:24:18.206285+00:00,56215,
course-v1:spbu+SOCLAB+spring_2018,False,f04d53579de84074918a985304a22c84,2018-02-15T04:24:22.811806+00:00,56215,
course-v1:spbu+SOCLAB+spring_2018,False,e3c0abd8380d446c8e9a5fb6b15aeefc,2018-02-15T04:24:25.420679+00:00,56215,
course-v1:spbu+SOCLAB+spring_2018,False,e3c0abd8380d446c8e9a5fb6b15aeefc,2018-02-15T04:24:30.514878+00:00,56215,
course-v1:spbu+SOCLAB+spring_2018,False,f04d53579de84074918a985304a22c84,2018-02-15T04:24:36.912078+00:00,56215,
course-v1:spbu+SOCLAB+spring_2018,False,0edf9012bff546778914358cd1e48f4e,2018-02-15T04:24:41.962004+00:00,56215,
course-v1:spbu+SOCLAB+spring_2018,False,f04d53579de84074918a985304a22c84,2018-02-15T05:16:59.780322+00:00,56215,
course-v1:spbu+SOCLAB+spring_2018,False,e3c0abd8380d446c8e9a5fb6b15aeefc,2018-02-15T07:05:43.904107+00:00,393700,
course-v1:spbu+SOCLAB+spring_2018,False,e3c0abd8380d446c8e9a5fb6b15aeefc,2018-02-15T07:21:38.180005+00:00,243054,
course-v1:spbu+SOCLAB+spring_2018,False,e3c0abd8380d446c8e9a5fb6b15aeefc,2018-02-15T07:23:46.860329+00:00,243054,
course-v1:spbu+SOCLAB+spring_2018,False,e3c0abd8380d446c8e9a5fb6b15aeefc,2018-02-15T07:23:58.009129+00:00,243054,
course-v1:spbu+SOCLAB+spring_2018,False,e3c0abd8380d446c8e9a5fb6b15aeefc,2018-02-15T07:26:04.163544+00:00,243054,
course-v1:spbu+SOCLAB+spring_2018,False,e3c0abd8380d446c8e9a5fb6b15aeefc,2018-02-15T07:26:28.107330+00:00,243054,
course-v1:spbu+SOCLAB+spring_2018,False,e3c0abd8380d446c8e9a5fb6b15aeefc,2018-02-15T07:27:21.647054+00:00,243054,
course-v1:spbu+SOCLAB+spring_2018,False,e3c0abd8380d446c8e9a5fb6b15aeefc,2018-02-15T07:35:21.122868+00:00,394310,
course-v1:spbu+SOCLAB+spring_2018,False,e3c0abd8380d446c8e9a5fb6b15aeefc,2018-02-15T07:47:05.473926+00:00,243054,
course-v1:spbu+SOCLAB+spring_2018,False,e3c0abd8380d446c8e9a5fb6b15aeefc,2018-02-15T07:47:28.351305+00:00,243054,
course-v1:spbu+SOCLAB+spring_2018,True,f04d53579de84074918a985304a22c84,2018-02-15T07:47:38.310020+00:00,243054,8c2607168ea446948ae65b6ca1c5dd46
course-v1:spbu+SOCLAB+spring_2018,False,e3c0abd8380d446c8e9a5fb6b15aeefc,2018-02-15T07:53:07.933651+00:00,243054,
course-v1:spbu+SOCLAB+spring_2018,False,f04d53579de84074918a985304a22c84,2018-02-15T07:56:22.028350+00:00,243054,
course-v1:spbu+SOCLAB+spring_2018,False,f04d53579de84074918a985304a22c84,2018-02-15T07:56:22.075855+00:00,243054,
course-v1:spbu+SOCLAB+spring_2018,False,f04d53579de84074918a985304a22c84,2018-02-15T07:56:25.665053+00:00,243054,
course-v1:spbu+SOCLAB+spring_2018,False,0edf9012bff546778914358cd1e48f4e,2018-02-15T07:56:54.523390+00:00,243054,
course-v1:spbu+SOCLAB+spring_2018,False,92dc03a5e8f1422c86b7ad2027051370,2018-02-15T07:57:05.629775+00:00,243054,
course-v1:spbu+SOCLAB+spring_2018,False,1941ebda9cf74588a4a381f326435c3c,2018-02-15T07:57:23.386737+00:00,243054,
